5.059655308723449707e-01,-1.024028539657592773e+00,-2.798103392124176025e-01,-7.282721996307373047e-01,-9.645377993583679199e-01,-5.274444961547851562e+01
-1.639484167098999023e+00,1.472670674324035645e+00,-6.039806008338928223e-01,-3.924711048603057861e-01,-2.295486479997634888e-01,-4.433367538452148438e+01
2.438007146120071411e-01,-5.020542144775390625e-01,-1.021232843399047852e+00,-5.640786290168762207e-01,7.083564400672912598e-01,1.175057315826416016e+01
-1.209694743156433105e+00,-1.975466609001159668e+00,-9.393354058265686035e-01,5.999287366867065430e-01,-1.440875530242919922e-01,-9.198316192626953125e+01
-3.035643398761749268e-01,1.007157206535339355e+00,5.179947614669799805e-01,-8.091733604669570923e-02,2.620475366711616516e-02,1.846605682373046875e+01
-6.812342256307601929e-02,-1.012807190418243408e-01,-5.984376072883605957e-01,3.639706373214721680e-01,-9.665879011154174805e-01,-5.986815643310546875e+01
6.833289861679077148e-01,8.872908353805541992e-01,-7.632861137390136719e-01,-2.093138247728347778e-01,3.793783485889434814e-02,2.141436004638671875e+01
4.293408095836639404e-01,1.001631855964660645e+00,1.393454551696777344e+00,3.796396553516387939e-01,7.105491161346435547e-01,8.939379119873046875e+01
1.189016580581665039e+00,-6.231405138969421387e-01,-5.554771423339843750e-01,1.420504212379455566e+00,-6.373871564865112305e-01,-1.608515357971191406e+01
-2.562333583831787109e+00,-5.132135748863220215e-01,-2.285999208688735962e-01,-1.910277605056762695e-01,-9.943493604660034180e-01,-1.321514282226562500e+02
1.443632006645202637e+00,-1.383774634450674057e-02,-6.897277832031250000e-01,-1.256506919860839844e+00,-4.931228160858154297e-01,5.359082221984863281e+00
-2.090302944183349609e+00,-3.056106269359588623e-01,7.309589982032775879e-01,-1.702582538127899170e-01,-6.506597995758056641e-01,-8.002323913574218750e+01
-3.307892382144927979e-01,9.784221053123474121e-01,5.221425294876098633e-01,-7.801991105079650879e-01,-1.103669881820678711e+00,-3.354609680175781250e+01
-1.866539955139160156e+00,1.321304082870483398e+00,1.419602990150451660e+00,1.007513642311096191e+00,-6.004235744476318359e-01,-3.260863494873046875e+01
9.039348363876342773e-01,-1.072139024734497070e+00,-2.921350479125976562e+00,-2.362932443618774414e+00,4.365597963333129883e-01,-2.699112129211425781e+01
1.564643621444702148e+00,3.613955974578857422e-01,1.538036584854125977e+00,-2.619745016098022461e+00,-3.582603856921195984e-02,7.851236724853515625e+01
-1.130615353584289551e+00,-4.516594707965850830e-01,1.950249820947647095e-01,6.227112412452697754e-01,-7.582820653915405273e-01,-7.192204284667968750e+01
2.806363999843597412e-01,-1.111966967582702637e+00,1.464177250862121582e+00,1.758620500564575195e+00,9.968587756156921387e-01,6.231157684326171875e+01
-8.153756260871887207e-01,2.869558632373809814e-01,-8.319548964500427246e-01,-1.066234946250915527e+00,-6.382827162742614746e-01,-6.467556762695312500e+01
7.094517946243286133e-01,-9.053327888250350952e-02,3.319803178310394287e-01,-4.354863762855529785e-01,1.904996782541275024e-01,3.276846694946289062e+01
-7.353034615516662598e-01,1.781798958778381348e+00,-1.656623244285583496e+00,7.214792966842651367e-01,-5.244481563568115234e-01,-4.591678619384765625e+01
-6.006386876106262207e-01,1.109225898981094360e-01,-1.150993585586547852e+00,-2.916937470436096191e-01,3.756980299949645996e-01,-1.995221900939941406e+01
-6.418817490339279175e-02,-7.188323736190795898e-01,7.450053095817565918e-01,9.175248444080352783e-02,-1.946972906589508057e-01,-8.157597541809082031e+00
5.609194636344909668e-01,-3.700110316276550293e-01,-2.587960660457611084e-01,-2.954803109169006348e-01,1.598647117614746094e+00,7.941149902343750000e+01
-9.846547842025756836e-01,-1.527167797088623047e+00,-1.055089354515075684e+00,-7.925234436988830566e-01,1.262677311897277832e-01,-6.900070190429687500e+01
-1.478586196899414062e+00,-2.211135387420654297e+00,2.356145530939102173e-01,1.143754005432128906e+00,7.708652019500732422e-01,-3.913007354736328125e+01
-5.844553112983703613e-01,-5.964114069938659668e-01,-2.991817593574523926e-01,-7.493577003479003906e-01,8.089192509651184082e-01,5.142739772796630859e+00
-1.913280248641967773e+00,-4.634176790714263916e-01,-4.657297432422637939e-01,-1.724917888641357422e+00,2.419622689485549927e-01,-5.974382781982421875e+01
-9.627325534820556641e-01,4.468725025653839111e-01,-3.425492048263549805e-01,-2.066112756729125977e-01,1.704637706279754639e-01,-1.781253433227539062e+01
-1.530461430549621582e+00,1.146030187606811523e+00,-7.773714661598205566e-01,1.629642128944396973e+00,1.558789134025573730e+00,3.246220779418945312e+01
2.142270326614379883e+00,5.228354930877685547e-01,-5.737000107765197754e-01,1.727543115615844727e+00,-2.435459196567535400e-02,5.759335708618164062e+01
1.925969123840332031e-01,1.635797858238220215e+00,-2.210424691438674927e-01,2.392109632492065430e+00,6.936980038881301880e-02,3.171588516235351562e+01
8.135096430778503418e-01,-2.176811993122100830e-01,1.098776817321777344e+00,1.305478811264038086e+00,8.254163265228271484e-01,7.854016876220703125e+01
-1.195883035659790039e+00,5.885784029960632324e-01,1.669904470443725586e+00,4.446026682853698730e-01,3.946715295314788818e-01,2.594601631164550781e+01
1.481663346290588379e+00,1.954157471656799316e+00,-5.057467222213745117e-01,1.962587237358093262e+00,-1.058907628059387207e+00,1.665608787536621094e+01
7.579218745231628418e-01,-5.353350639343261719e-01,3.584536314010620117e-01,6.855077147483825684e-01,-7.309562563896179199e-01,-1.449845409393310547e+01
-1.237815499305725098e+00,1.135173439979553223e-01,6.621306538581848145e-01,2.133033275604248047e+00,1.586016774177551270e+00,5.196690368652343750e+01
3.278211653232574463e-01,5.346291065216064453e-01,-2.635747671127319336e+00,9.242701530456542969e-01,3.375506494194269180e-03,-3.228670120239257812e+01
-1.499407142400741577e-01,8.282296657562255859e-01,1.090861678123474121e+00,-1.433151841163635254e+00,-4.629395008087158203e-01,8.614372253417968750e+00
-2.171571493148803711e+00,-6.135876178741455078e-01,1.962409466505050659e-01,-8.113201707601547241e-03,5.457867383956909180e-01,-4.329608535766601562e+01
1.112688422203063965e+00,-1.029371500015258789e+00,-1.352670311927795410e+00,-6.292634010314941406e-01,-1.522359132766723633e+00,-8.138426971435546875e+01
-6.617864370346069336e-01,6.339190006256103516e-01,-2.025142669677734375e+00,8.524333238601684570e-01,1.864543110132217407e-01,-3.797951126098632812e+01
-1.077376127243041992e+00,3.308513164520263672e-01,1.451001405715942383e+00,1.376496434211730957e+00,8.794170618057250977e-01,4.322676086425781250e+01
-1.405189871788024902e+00,-2.788833975791931152e-01,8.451579809188842773e-01,-5.240445211529731750e-02,-4.889718443155288696e-02,-3.098330116271972656e+01
1.100959658622741699e+00,-9.193845987319946289e-01,-2.530287504196166992e+00,1.958347439765930176e+00,-2.860042154788970947e-01,-4.627365112304687500e+01
1.194762825965881348e+00,7.346375584602355957e-01,-9.858037829399108887e-01,8.946471810340881348e-01,-2.841551005840301514e-01,1.463244152069091797e+01
6.828189361840486526e-04,-8.239355087280273438e-01,-7.191094756126403809e-01,7.821300029754638672e-01,2.049812078475952148e+00,6.671290588378906250e+01
-4.596567749977111816e-01,1.193112969398498535e+00,1.021515369415283203e+00,-1.079842448234558105e+00,9.189148545265197754e-01,6.873178100585937500e+01
1.938123814761638641e-02,1.518294215202331543e-02,-9.748065471649169922e-01,-2.320315599441528320e+00,6.455876827239990234e-01,1.181550121307373047e+01
-9.858813136816024780e-02,4.419406354427337646e-01,-1.090399026870727539e+00,1.884962245821952820e-02,1.410932421684265137e+00,4.970005416870117188e+01
1.923445820808410645e+00,-2.082098722457885742e+00,5.531491637229919434e-01,-7.746149897575378418e-01,-5.482003092765808105e-01,5.166716098785400391e+00
-4.015795141458511353e-02,1.440117239952087402e+00,-6.763923168182373047e-01,-1.430775046348571777e+00,1.800940394401550293e+00,9.303443145751953125e+01
1.372848510742187500e+00,-1.900390386581420898e-01,-3.574454188346862793e-01,-2.211861848831176758e+00,-1.803916841745376587e-01,2.070376777648925781e+01
